TIME;Swap_output;TIME;ZCB_Yield;Log_ZCB_Yield;INV_ZCB_Yield;TIME;ZCR_YC;Forward_YC;Fwd_ZCB_YC
84.5;0.00925;14.83333333;0.9039665368;0.1009629361;1.10623564;14.83333333;0.006829706872;0.01390235205;1.001159201
85;0.00925;14.91666667;0.9029198715;0.1021214654;1.107517989;14.91666667;0.006869620091;0.01388112074;1.001157429
85.5;0.00925;15;0.9018760137;0.1032782255;1.108799863;15;0.006908972619;0.01385515117;1.001155263
86;0.00925;15.08333333;0.9008353122;0.1044328214;1.110080818;15.08333333;0.00694774735;0.01382801137;1.001152998
86.5;0.00925;15.16666667;0.8997978467;0.1055851557;1.111360739;15.16666667;0.006985947293;0.01380062709;1.001150714
87;0.00925;15.25;0.8987636269;0.1067352079;1.112639597;15.25;0.007023580483;0.01377303011;1.001148411
87.5;0.00925;15.33333333;0.8977326605;0.1078829605;1.113917365;15.33333333;0.007060654958;0.01374525221;1.001146094
88;0.00925;15.41666667;0.8967049524;0.1090283981;1.115194019;15.41666667;0.007097178754;0.01371732519;1.001143764
88.5;0.00925;15.5;0.8956805052;0.1101715086;1.116469538;15.5;0.007133159909;0.01368928665;1.001141425
89;0.00925;15.58333333;0.8946593189;0.1113122825;1.117743904;15.58333333;0.007168606489;0.01366119201;1.001139081
89.5;0.00925;15.66666667;0.893641389;0.1124507151;1.119017105;15.66666667;0.00720352669;0.01363307956;1.001136736
90;0.00925;15.75;0.8926267085;0.1135868051;1.120289131;15.75;0.007237928737;0.01360498184;1.001134391
90.5;0.00925;15.83333333;0.8916152678;0.1147205536;1.121559978;15.83333333;0.007271820855;0.01357693135;1.001132051
91;0.00925;15.91666667;0.890607055;0.1158519645;1.122829641;15.91666667;0.007305211271;0.01354896061;1.001129718
91.5;0.00925;16;0.8896020558;0.1169810446;1.124098122;16;0.007338108209;0.01352110631;1.001127394
92;0.00925;16.08333333;0.8886002533;0.1181078034;1.125365423;16.08333333;0.007370519918;0.01349341784;1.001125084
92.5;0.00925;16.16666667;0.887601627;0.1192322549;1.126631554;16.16666667;0.007402454731;0.01346593236;1.001122791
93;0.00925;16.25;0.8866061537;0.120354416;1.127896525;16.25;0.007433921006;0.0134386829;1.001120518
93.5;0.00925;16.33333333;0.8856138078;0.1214743062;1.129160353;16.33333333;0.007464927099;0.01341170249;1.001118267
94;0.00925;16.41666667;0.8846245617;0.1225919481;1.130423056;16.41666667;0.007495481365;0.01338502414;1.001116041
94.5;0.00925;16.5;0.883638385;0.1237073667;1.131684654;16.5;0.007525592163;0.01335868535;1.001113844
95;0.00925;16.58333333;0.8826552451;0.1248205905;1.132945174;16.58333333;0.00755526787;0.01333273716;1.001111679
95.5;0.00925;16.66666667;0.8816751055;0.125931652;1.134204645;16.66666667;0.007584516956;0.01330721754;1.00110955
96;0.00925;16.75;0.8806979272;0.1270405868;1.135463102;16.75;0.007613347912;0.01328216004;1.001107459
96.5;0.00925;16.83333333;0.8797236689;0.1281474334;1.136720581;16.83333333;0.007641769232;0.01325759823;1.00110541
97;0.00925;16.91666667;0.878752287;0.1292522333;1.137977124;16.91666667;0.007669789406;0.01323356567;1.001103405
97.5;0.00925;17;0.8777837357;0.1303550304;1.139232774;17;0.007697416927;0.0132101001;1.001101448
98;0.00925;17.08333333;0.8768179664;0.1314558721;1.140487579;17.08333333;0.007724660307;0.01318725204;1.001099542
98.5;0.00925;17.16666667;0.8758549274;0.1325548098;1.141741593;17.16666667;0.007751528141;0.0131650597;1.00109769
99;0.00925;17.25;0.8748945641;0.1336518981;1.142994872;17.25;0.007778029046;0.01314355711;1.001095896
99.5;0.00925;17.33333333;0.8739368198;0.1347471945;1.144247476;17.33333333;0.007804171636;0.01312277832;1.001094163
100;0.00925;17.41666667;0.8729816356;0.1358407594;1.145499469;17.41666667;0.007829964528;0.01310275738;1.001092493
;;17.5;0.8720289502;0.1369326558;1.146750919;17.5;0.007855416338;0.01308353243;1.001090889
;;17.58333333;0.8710787001;0.1380229502;1.148001897;17.58333333;0.0078805357;0.01306515406;1.001089356
;;17.66666667;0.8701308181;0.139111713;1.149252479;17.66666667;0.007905331329;0.01304766084;1.001087896
;;17.75;0.8691852346;0.1401990181;1.150502747;17.75;0.007929811957;0.01303108727;1.001086514
;;17.83333333;0.8682418779;0.141284942;1.151752784;17.83333333;0.007953986318;0.01301546786;1.001085211
;;17.91666667;0.8673006739;0.1423695643;1.153002678;17.91666667;0.007977863145;0.01300083712;1.00108399
;;18;0.8663615464;0.1434529674;1.154252522;18;0.008001451171;0.01298723354;1.001082855
;;18.08333333;0.865424417;0.1445352369;1.155502411;18.08333333;0.008024759148;0.01297470766;1.00108181
;;18.16666667;0.8644892036;0.1456164625;1.156752445;18.16666667;0.008047795901;0.01296329837;1.001080859
;;18.25;0.8635558219;0.1466967374;1.158002731;18.25;0.008070570275;0.01295304061;1.001080003
;;18.33333333;0.8626241853;0.1477761574;1.159253377;18.33333333;0.008093091112;0.01294396932;1.001079246
;;18.41666667;0.8616942052;0.1488548216;1.160504497;18.41666667;0.008115367258;0.01293611946;1.001078591
;;18.5;0.8607657908;0.1499328315;1.161756207;18.5;0.008137407556;0.0129295299;1.001078041
;;18.58333333;0.8598388489;0.1510102923;1.163008628;18.58333333;0.008159220868;0.01292425142;1.001077601
;;18.66666667;0.8589132829;0.1520873133;1.164261888;18.66666667;0.008180816127;0.01292032329;1.001077273
;;18.75;0.8579889942;0.1531640069;1.165516116;18.75;0.008202202282;0.01291778086;1.001077061
;;18.83333333;0.8570658816;0.1542404886;1.166771448;18.83333333;0.008223388285;0.01291665951;1.001076968
;;18.91666667;0.8561438423;0.1553168769;1.168028024;18.91666667;0.008244383086;0.01291699461;1.001076996
;;19;0.855222771;0.1563932931;1.169285985;19;0.008265195635;0.01291882535;1.001077148
;;19.08333333;0.8543025603;0.1574698619;1.170545479;19.08333333;0.008285834901;0.01292220263;1.00107743
;;19.16666667;0.8533830995;0.1585467121;1.171806661;19.16666667;0.008306309916;0.01292716603;1.001077844
;;19.25;0.8524642758;0.159623976;1.173069686;19.25;0.008326629735;0.01293375131;1.001078394
;;19.33333333;0.851545974;0.1607017886;1.174334717;19.33333333;0.00834680341;0.01294199423;1.001079081
